clean_tweet,class
i love how people use twitter to just bitch an complain fuckyou,1
blac chynas ass shouldve threw him off first of all. its wop sided and those cheek piercing trashy as hell.,1
besides ur imposter idol looks nothing like the word of god described the saviour of israel in revelations. envious bitch!,1
rt if i eat the pussy and it taste like mold i stop. so u cant tell ppl i ate u if i aint finish.,1
emoji ass nigguh,1
my wigga...,1
i need a new bitch,1
rt i play wit pussy not these niggas,1
never happen. too much republican redneck oil money. sad butt true. corruptamerica,1
i got in a ounce bitch,1
we ran thru the bitch you fallin in love with!,1
i lost all my respect for my brother cause you acting like a straight up bitch,1
rt happy valentines day big booty bitches.,1
this bih stay in this ghetto ass neighborhood,1
dont worry about the nigga you see worry about the nigga you dont see... dats da nigga fuckin yo bitch.,0
who the fuck puts a block of cheese in they room without a refrigerator ghetto ass niggas eases like thats just the thing to do wrong.,1
reasonswecantbetogether if u was talkin to my nig or smashed da homies,0
imma bitch i know leave me alone,1
rt fucc hoes dats how i feel,1
rt if i get or more retweets thats proof i get bitches. lets settle this once and for all,1
rt so jus dont be faithful cus u never kno what your bitch doing lmao,1
sonnen is a faggot,0
stop retweeting heather im tired of seeing that bitch on my tl,1
i feel like that niggah pac these bitches set me up.,1
bitches be in the th grade talking about where my bae at ? no bitch where ya credits at?,1
niggas cant stand me cuz they bitches be feelin a nigga . get mad at yo so called girl,1
dudes have problems deciphering sex too.side bitches get wifely love.you cant keep a secret if youre overdoing dirt.,1
bad bitches is the only thing that i like,1
bitch you watch your fucking mouth you dirty whore. i swear to god thats a thin line,0
rt fucking pussy thats why exactly. let me the nigga were talking about,1
rt doctor is available to examine your pussy testicles and penis as painlessly as possible.,1
i said something to you gorilla stop listening to monkey music,1
wintertime .. bout to turn the grind back on .. dont spent enough money wit u niccas,1
rt when you and your boys discover a hoe,1
free lee bitch l,1
if not then you are a coward and afraid showing you have no faith..just another devils bitch...,1
there isnt a green one either. theres red and yellow in that pic...,2
rt syrian brought to us for democracy training endorsesjihadis,2
if u ask me every bitch gayor bi,0
rt i wanted change and excitement and to shoot off in all directions myself like the colored arrows from a fourth of july,2
sixten just shoved like oreos down his throat,2
so far today every time i try to load an article from the blaze on twitter the site crashes. wtf is selibus doing now the cunt,1
hii fag.,1
asha had a little voice in my head telling me to fuck with these hoes. wasnt kendra,1
lol i liked that album rt that double up album was so trash son...smh,1
rt dumb bitch lol,1
the most broke people have the most to say bitch nigga how can you afford to speak,1
men are the biggest hoes lmao,1
with no babymama drama side hoes all that ...just fa me n only me !,1
i knowww righttt. i dont even know how to use this shit. how i update my status on this hoe?,1
smh queer,0
im so mother fucken sexy. i have no time to be a retard.,1
rt youre still a pussy,1
them shootas is out at ma grandmama house i aint been around this bitch ina minute .,1
rt my ears look good hoe in yo background,1
a dick has a sad life his hair is a mess his family is nuts his neighbors an asshole his bestfriends a pussy amp his owner beats him.,1
i rescued a baby bird,2
when you gonna take me out? rt some hoes not gonna let you come over until you spend money on themlisten,1
i think i just gotta accept the fact that all these bitches gonna be hoes til they around the age of and life will be a lot easier,1
rt nah go talk to ur hoes since u dont wanna text back n shit,1
kevin hart bitch,1
dear inconsiderate ghetto fuck on the train across from me ya know your phone has options other than speaker phone right?!?,1
oh me too! pain meds just made my brain fuzzy and though banjo kazooie for a sec.,2
rt well damn. make her a single mother rt what if you finally get the pussy amp its garbage?,1
not that it matters but im proud of ur little ass! im n old southern bitch. hang n there baby!,1
i like bitches with,1
holy fuck frozen pussy! you are crazy!,1
like i cant have niggas thinkin hotep talk time is apart of my party sets.,1
im not delivering to that bitch boy anymore.,1
this uncle tom mother fucking wants to invoke a man in his speech? dude you aint white no matter how much...,1
as soon as we left iraq all these towel heads think they can fucking barge in and take over what we worked so hard to set up. pisses me off.,0
like that bitch ernest or somebody,1
im bout to be.back on my old shit i miss my hoes texting me saying they wanna come see me,1
weird frosted colored lipgloss is weird...,2
somebody help her bitch nigga bye you just want something to say,1
rt i could if i tried but my money feels better then any pussy ive ever had,1
you need to insert a chill pill up your ass. twice a day until your bitch assness goes away. if the problem persists see a doctor.,1
vegas bitch,1
cant trust every face bitch you gotta watch em,1
you poor soul rt cuz fat bitches the only thing that i like,1
rt almost forgot. posing as an old brawd wont get you pussy needle dick. beat it. lollollol,1
really tired of having a constant bitch face,1
your pussy not mine do you,1
rt keep ur bitch on a leash .,1
i would probably still feel bad if you werent such a bitch about it...,1
rt cheers to you you stupid bitch.,1
its bros ova hoes but wifey comes before ya bros,1
oregon chokes every year get off the field trash ass program rft,1
fairy tale hat free crochet pattern for child and adult at,2
this ma niggah,1
bitch get punched tf out lol,1
rt update collegian dressed as yellow teletubby will face charges for breakin theft of chinese food leftovers...,2
rt remember when people bood one direction and gaga was having none of it. i love that bitch.,1
rt grow up bitch.,1
rt this bitch was so ungrateful,1
this amish bitch was rockin gucci and her man was smokin a ecig. smh fake ass amish ass bish!,1
i show love to everybody not on joe time i just hate stuck up people thats hoe shit,1
rt i used to chase hoes now its dollarigns,1
i try to pass him up get in carpool passing him hes just looking at me like im playing a game do i waved hi idgaf dont fuck w me bitch,1
you are a jiggaboo...!,0
rt i think if biggie saw kandi burress today he would change his mind about not fuxing one of those ugly as xscape bitches,1
shes aint being a bitch shes just tired of your bullshit. her attitude towards you is based upon how you treat her.,1
momma didnt raise no sukka bitch!,1
been schooling these bitches since,1
rt these hoes be dying for attention,1
rt craziest bitches got the best pussy.....,1
if somehow u didnt already go im down nig,1
no am just letting you whats going to happen am not like u pussy ass niggas from plano,1
rt i take a bitch to houstons she better not speak to another nigga while the meal still in her digestive system,1
the bitch official though dick harder than a missile yo,1
oh yahweh your hand is upon me your shadow hovers over me.for your sake the house of ysrahal mock me all day long,2
pussy.... i aint had a coochie since i was,1
there is a time amp a place decaf coffee. never amp in the trash. mommymonday humor via amp,2
and dis wus after i offered to help faggot ass nigga get custody of his kids.... im lowkey heated..,1
rt you dont get bitches rt take care the mos overrated album that has been released in the last years,1
im pissed off bitches on my dick but shit my dick soft cause the way you carry yourself got me ticked off i aint tryin to be rick ross...,1
we could get matching burner phones and be ghetto fab for a few months,2
rt lmfaoo rt lmfao rt lmao rt you niggers move sooo fast,1
no these are only whites pies. well do you have any negro pies?,0
life is a bitch but every dog has its day,1
rt have to go with the slant pass to your outside linebacker in that situation.,2
ive pretty much eaten an entire box of my nephews cheese nips. i only feel bad a little.,2
top notch bitches,1
rt when youre in public with your side hoe,1
fed ex some real hoe boys,1
wish tonight was purge so i can get to hunting shut yo hoe ass up,1
or hes eating it cuz hes with a women who just cant cook then u gotta get rid of that hoe,1
